UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_difference [K],Power [W],Wear_Torque_Interaction,Air temperature [K]_rolling_mean_3,Air temperature [K]_rolling_std_3,Process temperature [K]_rolling_mean_3,Process temperature [K]_rolling_std_3,Rotational speed [rpm]_rolling_mean_3,Rotational speed [rpm]_rolling_std_3,Torque [Nm]_rolling_mean_3,Torque [Nm]_rolling_std_3,Air temperature [K]_rolling_mean_5,Air temperature [K]_rolling_std_5,Process temperature [K]_rolling_mean_5,Process temperature [K]_rolling_std_5,Rotational speed [rpm]_rolling_mean_5,Rotational speed [rpm]_rolling_std_5,Torque [Nm]_rolling_mean_5,Torque [Nm]_rolling_std_5,Type_Ordinal
1894,L49073,L,297.8,307.5,1631,29.9,144,0,0,0,0,0,0,9.699999999999989,5106.857825944936,4305.599999999999,297.7666666666667,0.05773502688977126,307.43333333333334,0.05773502688547624,1611.0,163.91766225761128,34.16666666666665,8.181890572070465,297.76,0.05477225576678101,307.41999999999996,0.04472135954260533,1555.4,141.53020878950062,36.7,6.749074010558744,1
1895,H31308,H,297.9,307.5,1880,23.3,146,0,0,0,0,0,0,9.600000000000023,4587.144153261576,3401.8,297.8333333333333,0.05773502688868824,307.46666666666664,0.05773502688596852,1649.6666666666667,221.59046309201494,32.26666666666665,10.354870029765516,297.8,0.07071067813190214,307.43999999999994,0.054772255745019656,1645.0,180.36074961032855,33.32000000000001,8.549678356523057,3
1896,L49075,L,297.9,307.6,1344,54.3,151,0,0,0,0,0,0,9.700000000000045,7642.363952828674,8199.3,297.8666666666667,0.05773502688814674,307.53333333333336,0.05773502688701051,1618.3333333333333,268.2244085338499,35.833333333333314,16.329523365160878,297.82,0.08366600266488423,307.47999999999996,0.08366600265052386,1611.4,222.1413964122843,36.019999999999996,12.650573109547224,1
1897,L49076,L,297.9,307.5,1574,35.8,153,0,0,0,0,0,0,9.600000000000023,5900.874425188731,5477.4,297.9,0.0,307.53333333333336,0.05773502688701051,1599.3333333333333,268.89651045213213,37.79999999999998,15.596473960482257,297.86,0.05477225576893253,307.5,0.07071067811565229,1573.4,205.1092391873161,37.379999999999995,12.058897130334913,1
1898,L49077,L,297.8,307.4,1418,41.2,155,0,0,0,0,0,0,9.599999999999966,6117.895645698716,6386.0,297.8666666666666,0.057735026888105716,307.5,0.09999999998125736,1445.3333333333333,117.41095917048631,43.76666666666665,9.513323989717414,297.86,0.05477225576893253,307.5,0.07071067811565229,1569.4,208.57564574992844,36.9,11.794278273807157,1
1899,L49078,L,297.8,307.5,1372,54.1,157,0,0,0,0,0,0,9.699999999999989,7772.844767707772,8493.7,297.8333333333333,0.05773502688861851,307.46666666666664,0.0577350268859275,1454.6666666666667,105.87413911495862,43.69999999999999,9.402659198333179,297.86,0.05477225576893253,307.5,0.07071067811565229,1517.6,221.23019685386453,41.739999999999995,13.097060738959733,1
1900,L49079,L,297.8,307.5,1388,40.0,159,0,0,0,0,0,0,9.699999999999989,5814.040804243511,6360.0,297.8,0.0,307.46666666666664,0.0577350268859275,1392.6666666666667,23.352373184188778,45.09999999999999,7.817288532477175,297.84000000000003,0.054772255768482374,307.5,0.07071067811565229,1419.2,90.58255902766071,45.08,8.563702470310444,1
1901,H31314,H,297.9,307.6,1493,36.0,161,0,0,0,0,0,0,9.700000000000045,5628.477398171473,5796.0,297.8333333333333,0.057735026888577484,307.53333333333336,0.057735026887051545,1417.6666666666667,65.72924260429004,43.36666666666665,9.508066750572013,297.84000000000003,0.054772255768482374,307.5,0.07071067811565229,1449.0,83.92258337300893,41.42,7.480106951107078,3
1902,M16761,M,297.9,307.6,1505,40.1,166,0,0,0,0,0,0,9.700000000000045,6319.889581349026,6656.6,297.8666666666666,0.05773502688800726,307.56666666666666,0.05773502688761356,1462.0,64.36614016701857,38.69999999999999,2.338803112705529,297.84000000000003,0.054772255768482374,307.52,0.08366600265122535,1435.2,60.68525356295082,42.28000000000001,6.896883354095572,2
1903,L49082,L,298.0,307.6,1694,29.1,169,0,0,0,0,0,0,9.600000000000023,5162.202216525677,4917.900000000001,297.93333333333334,0.057735026886924244,307.6,0.0,1564.0,112.74307074051283,35.066666666666656,5.559076661940858,297.88,0.08366600266575558,307.56,0.054772255748213525,1490.4,128.62464771574548,39.86,9.13142924190951,1
1904,L49083,L,297.9,307.6,1968,20.4,171,0,0,0,0,0,0,9.700000000000045,4204.204952740004,3488.3999999999996,297.93333333333334,0.05773502688692425,307.6,0.0,1722.3333333333333,232.79676400958334,29.866666666666656,9.872351965632966,297.9,0.07071067813361241,307.58000000000004,0.04472135954781666,1609.6,228.70133362094685,33.120000000000005,8.401011843819692,1
1905,M16764,M,298.0,307.6,1569,35.6,173,0,0,0,0,0,0,9.600000000000023,5849.268529865764,6158.8,297.9666666666667,0.05773502688636223,307.6,0.0,1743.6666666666667,204.08413297788158,28.36666666666665,7.626488925668058,297.94,0.054772255770733136,307.6,0.0,1645.8,196.9814712098568,32.24,7.701493361679835,2
1906,L49085,L,297.9,307.6,1687,29.1,176,0,0,0,0,0,0,9.700000000000045,5140.870802407802,5121.6,297.93333333333334,0.05773502688692425,307.6,0.0,1741.3333333333333,204.97398208878522,28.36666666666665,7.626488925668058,297.93999999999994,0.054772255770733136,307.6,0.0,1684.6,177.5029577218353,30.860000000000003,7.474155470686858,1
1907,L49086,L,297.9,307.6,1430,52.4,178,0,0,0,0,0,0,9.700000000000045,7846.860690626347,9327.199999999999,297.93333333333334,0.05773502688692425,307.6,0.0,1562.0,128.64291663360368,39.033333333333324,12.023449310964565,297.94,0.054772255770733136,307.6,0.0,1669.6,198.41194520491865,33.32,11.956044496404267,1
1908,L49087,L,297.9,307.6,1504,42.4,180,0,0,0,0,0,0,9.700000000000045,6677.936896078656,7632.0,297.9,0.0,307.6,0.0,1540.3333333333333,132.2963844303148,41.29999999999998,11.688883607941364,297.91999999999996,0.0447213595742249,307.6,0.0,1631.6,210.40270910803318,35.980000000000004,12.25814015256798,1
1909,L49088,L,297.9,307.6,1977,20.2,182,0,0,0,0,0,0,9.700000000000045,4182.025308605661,3676.4,297.9,0.0,307.6,0.0,1637.0,296.7642161716946,38.33333333333332,16.480695778192572,297.91999999999996,0.0447213595742249,307.6,0.0,1633.4,214.00771014147975,35.94,12.32185051037381,1
1910,L49089,L,298.0,307.7,1435,45.6,184,0,0,0,0,0,0,9.699999999999989,6852.4418960100575,8390.4,297.93333333333334,0.057735026886965274,307.6333333333334,0.05773502688865555,1638.6666666666667,295.0293770683415,36.06666666666665,13.83377509334799,297.91999999999996,0.0447213595742249,307.62,0.04472135954911632,1606.6,231.7440398370573,37.94,13.043312462714363,1
1911,H31324,H,298.0,307.7,1547,36.8,186,0,0,0,0,0,0,9.699999999999989,5961.653771060182,6844.799999999999,297.9666666666667,0.057735026886472994,307.6666666666667,0.05773502688916834,1653.0,286.12584643824175,34.19999999999998,12.898061869909077,297.94,0.054772255770733136,307.64,0.05477225575034169,1578.6,228.0291648013464,39.48,12.163552112767066,3
1912,M16771,M,298.1,307.8,1316,57.2,191,0,0,0,0,0,0,9.699999999999989,7882.800510583414,10925.2,298.0333333333333,0.057735026885545875,307.73333333333335,0.057735026890251354,1432.6666666666667,115.51767541520921,46.533333333333324,10.231976022906437,297.97999999999996,0.0836660026672214,307.68,0.0836660026540156,1555.8,251.13084239097276,40.44,13.548726877459755,2
1913,M16772,M,298.0,307.7,1621,34.9,194,0,0,0,0,0,0,9.699999999999989,5924.300234409,6770.599999999999,298.0333333333333,0.057735026885545875,307.7333333333333,0.057735026890251354,1494.6666666666667,159.09221644484566,42.96666666666665,12.362982380207992,298.0,0.0707106781353287,307.7,0.07071067811980186,1579.2,250.5477998306902,38.94,13.691895412980632,2
1914,M16773,M,298.0,307.8,1492,40.2,197,0,0,0,0,0,0,9.800000000000011,6280.923360469003,7919.400000000001,298.0333333333333,0.057735026885545875,307.76666666666665,0.057735026890772354,1476.3333333333333,153.10236227221847,44.09999999999999,11.650321883965248,298.02,0.04472135957688618,307.74,0.05477225575311135,1482.2,115.55388353491024,42.940000000000005,8.948072418124525,2
1915,L49094,L,298.0,307.7,1643,32.3,200,0,0,0,0,0,0,9.699999999999989,5557.362212469712,6459.999999999999,298.0,0.0,307.73333333333335,0.057735026890251354,1585.3333333333333,81.57409719594597,35.79999999999998,4.026164427839707,298.02,0.04472135957688618,307.73999999999995,0.05477225575311135,1523.8,130.7543498320404,40.28,9.887213965521346,1
1916,L49095,L,298.0,307.7,1492,38.7,202,0,0,0,0,0,0,9.699999999999989,6046.560548511204,7817.400000000001,298.0,0.0,307.73333333333335,0.057735026890251354,1542.3333333333333,87.17989064763522,37.06666666666664,4.195632649950998,298.02,0.04472135957688618,307.74,0.05477225575311135,1512.8,130.62809804938445,40.660000000000004,9.755665020899416,1
1917,L49096,L,298.0,307.7,1387,50.8,204,0,0,0,0,0,0,9.699999999999989,7378.512057829179,10363.199999999999,298.0,0.0,307.7,0.0,1507.3333333333333,128.6869586762141,40.59999999999999,9.39521154631446,298.0,0.0,307.71999999999997,0.0447213595525156,1527.0,105.28770108611738,39.38,7.101901153916469,1
1918,M16777,M,298.1,307.9,1463,47.3,206,0,0,0,0,0,0,9.799999999999955,7246.596582304945,9743.8,298.03333333333336,0.057735026885545875,307.76666666666665,0.11547005382384358,1447.3333333333333,54.22484055609222,45.59999999999997,6.226556030423176,298.02000000000004,0.04472135957688618,307.76000000000005,0.08944271910188718,1495.4,93.01774024345896,41.86,7.3084198018450355,2
1919,M16778,M,298.1,307.9,1496,40.0,0,0,0,0,0,0,0,9.799999999999955,6266.430146360441,0.0,298.06666666666666,0.057735026885082315,307.8333333333333,0.11547005382438509,1448.6666666666667,55.89573627150481,46.03333333333331,5.51029339811706,298.04,0.054772255772919685,307.78,0.1095445115028364,1496.2,92.99838708278551,41.82,7.320314200906996,2
1920,L49099,L,298.2,308.0,1658,30.0,3,0,0,0,0,0,0,9.800000000000011,5208.760619651877,90.0,298.1333333333334,0.057735026884114166,307.93333333333334,0.05773502689350041,1539.0,104.36953578511444,39.09999999999997,8.685044617041465,298.08000000000004,0.0836660026686299,307.84,0.13416407865211066,1499.2,98.96817670342122,41.36,8.098950549299614,1
1921,L49100,L,298.1,307.9,2161,17.5,5,0,0,0,0,0,0,9.799999999999955,3960.2393392377335,87.5,298.1333333333333,0.057735026884114166,307.93333333333334,0.05773502689350041,1771.6666666666667,346.7655307745186,29.166666666666647,11.273124382057391,298.1,0.07071067813699528,307.88,0.10954451150416447,1633.0,311.28523896901953,37.12,13.552748798675479,1
1922,L49101,L,298.1,307.9,1665,32.0,7,0,0,0,0,0,0,9.799999999999955,5579.468552775473,224.0,298.1333333333333,0.057735026884114166,307.93333333333334,0.05773502689350041,1828.0,288.40769753943846,26.499999999999982,7.858116822751123,298.12,0.04472135957952124,307.91999999999996,0.04472135955900432,1688.6,279.5734250603938,33.36,11.214856218427359,1
1923,L49102,L,298.0,307.8,1716,26.6,9,0,0,0,0,0,0,9.800000000000011,4779.9960542899435,239.4,298.06666666666666,0.057735026885082315,307.8666666666666,0.05773502689241739,1847.3333333333333,272.8375585093327,25.366666666666646,7.328255817951351,298.1,0.07071067813699528,307.9,0.07071067812391624,1739.2,249.84935461193334,29.22,8.197072648207893,1
1924,L49103,L,298.0,307.7,1529,34.1,11,0,0,0,0,0,0,9.699999999999989,5459.972840208429,375.1,298.03333333333336,0.05773502688557459,307.8,0.09999999998408296,1636.6666666666667,96.66609195231564,30.89999999999998,3.8691084244310177,298.08000000000004,0.0836660026686299,307.86,0.11401754251265935,1745.8,242.13570575195968,28.04,6.507918253942477,1
1925,L49104,L,297.9,307.7,1353,50.7,13,0,0,0,0,0,0,9.800000000000011,7183.471513918813,659.1,297.96666666666664,0.05773502688661658,307.73333333333335,0.057735026890366234,1532.6666666666667,181.5277756524702,37.13333333333332,12.333018013987285,298.02,0.08366600266780443,307.8,0.10000000000224393,1684.8,301.0385357391967,32.18,12.179367799684785,1
1926,L49105,L,297.9,307.7,1537,37.7,15,0,0,0,0,0,0,9.800000000000011,6067.975738433174,565.5,297.93333333333334,0.057735026887137574,307.7,0.0,1473.0,104.00000000000112,40.83333333333332,8.732315462312041,297.98,0.0836660026672609,307.75999999999993,0.0894427191018415,1560.0,141.1559421349296,36.22,9.037532849179554,1
1927,L49106,L,298.0,307.7,1606,30.8,17,0,0,0,0,0,0,9.699999999999989,5179.941743042947,523.6,297.93333333333334,0.057735026887137574,307.7,0.0,1498.6666666666667,130.7835361707794,39.73333333333331,10.10461940566463,297.96,0.05477225577125918,307.71999999999997,0.044721359552367036,1548.2,132.3771128254412,35.980000000000004,9.192224975488767,1
1928,H31341,H,298.0,307.8,1314,47.8,19,0,0,0,0,0,0,9.800000000000011,6577.364043261735,908.1999999999999,297.96666666666664,0.0577350268866453,307.7333333333333,0.05773502689040726,1485.6666666666667,152.61826015694703,38.766666666666644,8.550048732804651,297.96,0.05477225577125918,307.71999999999997,0.044721359552367036,1467.8,126.9515655673438,40.220000000000006,8.657771075744632,3
1929,L49108,L,298.0,307.8,1623,29.9,24,0,0,0,0,0,0,9.800000000000011,5081.808860520313,717.5999999999999,298.0,0.0,307.76666666666665,0.05773502689099799,1514.3333333333333,173.70185184198115,36.16666666666665,10.08480705483923,297.96,0.05477225577125918,307.74,0.05477225575300367,1486.6,144.08435029523363,39.38,9.557039290491602,1
1930,M16789,M,298.0,307.8,1483,50.9,26,0,0,0,0,0,0,9.800000000000011,7904.739299280981,1323.3999999999999,298.0,0.0,307.8,0.0,1473.3333333333333,154.72664067100263,42.866666666666646,11.335931074831633,297.98,0.04472135957588601,307.76,0.054772255753545926,1512.6,124.3233686802268,39.42,9.616496243435039,2
1931,M16790,M,298.1,307.9,1569,37.0,29,0,0,0,0,0,0,9.799999999999955,6079.295943961609,1073.0,298.03333333333336,0.057735026885718174,307.8333333333333,0.05773502689219587,1558.3333333333333,70.60689295907004,39.266666666666644,10.681916182658162,298.02,0.044721359576902854,307.8,0.07071067812183468,1519.0,126.69451448267047,39.28,9.652823421155086,2
1932,M16791,M,298.2,308.0,1969,21.7,32,0,0,0,0,0,0,9.800000000000011,4474.392392924239,694.4,298.09999999999997,0.09999999998026253,307.90000000000003,0.09999999998525298,1673.6666666666667,259.3556117251631,36.53333333333332,14.60559253619431,298.06,0.0894427191139537,307.86,0.08944271910349665,1591.6,241.23805669918585,37.459999999999994,12.178793043647627,2
1933,M16792,M,298.1,308.0,1686,29.3,35,0,0,0,0,0,0,9.899999999999977,5173.13495896017,1025.5,298.1333333333334,0.05773502688430698,307.96666666666664,0.05773502689467367,1741.3333333333333,205.6607238471496,29.333333333333314,7.650054466037258,298.08000000000004,0.08366600266860867,307.9,0.10000000000372435,1666.0,185.03783396916324,33.760000000000005,11.005816643938742,2
1934,L49113,L,298.1,308.0,1638,35.1,38,0,0,0,0,0,0,9.899999999999977,6020.7366568986945,1333.8,298.1333333333334,0.05773502688430698,308.0,0.0,1764.3333333333333,178.86400793153868,28.699999999999978,6.720119046564831,298.1,0.07071067813697014,307.93999999999994,0.08944271910481497,1669.0,184.28646179250288,34.8,10.793516572461417,1
1935,L49114,L,298.1,307.9,1698,33.3,40,0,0,0,0,0,0,9.799999999999955,5921.21100163297,1332.0,298.1,0.0,307.96666666666664,0.05773502689467367,1674.0,31.74901573277801,32.56666666666664,2.9687258770953964,298.12,0.044721359579481514,307.96,0.054772255758954225,1712.0,152.35320803973778,31.28,6.063992084427432,1
1936,M16795,M,298.1,307.9,1377,55.1,42,0,0,0,0,0,0,9.799999999999955,7945.370564267411,2314.2000000000003,298.1,0.0,307.93333333333334,0.057735026894054214,1571.0,170.66634114552343,41.16666666666665,12.100137740262873,298.12,0.044721359579481514,307.96000000000004,0.054772255758954225,1673.6,210.50486930235036,34.9,12.412090879461013,2
1937,M16796,M,298.1,308.0,2129,18.4,45,0,0,0,0,0,0,9.899999999999977,4102.249799155504,827.9999999999999,298.1,0.0,307.93333333333334,0.057735026894054214,1734.6666666666667,377.33848641946594,35.59999999999999,18.457789683491413,298.1,0.0,307.96000000000004,0.054772255758954225,1705.6,270.3040880194001,34.24,13.34233862559331,2
1938,L49117,L,298.2,308.0,1411,42.4,48,0,0,0,0,0,0,9.800000000000011,6265.0059576908125,2035.1999999999998,298.1333333333334,0.05773502688426595,307.96666666666664,0.05773502689467367,1639.0,424.69283017258505,38.63333333333331,18.637685836319235,298.12,0.044721359579481514,307.96000000000004,0.054772255758954225,1650.6,301.4702307028002,36.86,13.415774297445514,1
1939,L49118,L,298.1,307.9,1517,40.8,50,0,0,0,0,0,0,9.799999999999955,6481.482635474174,2039.9999999999998,298.1333333333333,0.05773502688426595,307.96666666666664,0.05773502689467367,1685.6666666666667,387.57880919025166,33.866666666666646,13.41839533376982,298.12,0.044721359579481514,307.94,0.0547722557583951,1626.4,307.5301611224493,38.0,13.470894550845534,1
1940,M16799,M,298.1,307.9,1303,53.9,52,0,0,0,0,0,0,9.799999999999955,7354.646425637408,2802.7999999999997,298.1333333333333,0.05773502688426595,307.93333333333334,0.057735026894054214,1410.3333333333333,107.00155762106223,45.69999999999998,7.146327728281106,298.12,0.044721359579481514,307.93999999999994,0.0547722557583951,1547.4,334.1239291041568,42.12,14.76235076131172,2
1941,L49120,L,298.1,307.9,1578,35.6,55,0,0,0,0,0,0,9.799999999999955,5882.820739406104,1958.0,298.1,0.0,307.9,0.0,1466.0,144.41952776546586,43.433333333333316,9.429916931412135,298.12,0.044721359579481514,307.93999999999994,0.0547722557583951,1587.6,320.30266936133955,38.22,12.939165351752793,1
1942,L49121,L,298.1,307.9,1425,58.2,57,0,0,0,0,0,0,9.799999999999955,8684.932890848982,3317.4,298.1,0.0,307.9,0.0,1435.3333333333333,137.7909043926104,49.23333333333331,12.000972182841346,298.12,0.044721359579481514,307.91999999999996,0.04472135955894156,1446.8,105.56609304127711,46.17999999999999,9.476919330668673,1
1943,L49122,L,298.1,308.0,1456,42.4,59,0,0,0,0,0,0,9.899999999999977,6464.811250459124,2501.6,298.1,0.0,307.93333333333334,0.057735026894095244,1486.3333333333333,80.88469158829442,45.39999999999998,11.594826432508572,298.1,0.0,307.91999999999996,0.04472135955894156,1455.8,103.65182101632165,46.18,9.476919330668673,1
1944,L49123,L,298.1,308.0,1704,30.9,61,0,0,0,0,0,0,9.899999999999977,5513.872098168517,1884.8999999999999,298.1,0.0,307.96666666666664,0.05773502689478443,1528.3333333333333,152.91936873180424,43.833333333333314,13.70632457420053,298.1,0.0,307.93999999999994,0.05477225575841521,1493.2,153.16559665930066,44.2,11.663832989202186,1
1945,L49124,L,298.1,308.1,1791,27.3,63,0,0,0,0,0,0,10.0,5120.19912274718,1719.9,298.1,0.0,308.03333333333336,0.057735026896220246,1650.3333333333333,173.82845950342403,33.53333333333331,7.886908984725018,298.1,0.0,307.97999999999996,0.08366600265938079,1590.8,157.09774027655388,38.88,12.18798588775029,1
1946,L49125,L,298.1,308.1,1616,32.8,65,0,0,0,0,0,0,10.0,5550.649676166542,2132.0,298.1,0.0,308.06666666666666,0.05773502689693816,1703.6666666666667,87.50047618918164,30.333333333333314,2.793444707406459,298.1,0.0,308.02,0.08366600266019608,1598.4,157.24280587677,38.32,12.438126868624556,1
1947,L49126,L,298.2,308.1,1622,34.9,67,0,0,0,0,0,0,9.900000000000034,5927.954953862676,2338.2999999999997,298.1333333333334,0.05773502688426595,308.1,0.0,1676.3333333333333,99.34955124877787,31.666666666666647,3.924708057083579,298.12,0.044721359579481514,308.06,0.05477225576215134,1637.8,124.12574269666855,33.66,5.628765406374578,1
1948,L49127,L,298.2,308.1,1462,49.9,69,0,0,0,0,0,0,9.900000000000034,7639.704071048634,3443.1,298.1666666666667,0.057735026883794185,308.1,0.0,1566.6666666666667,90.6936234436222,39.19999999999998,9.325770745627477,298.14,0.05477225577503098,308.08000000000004,0.04472135956504264,1639.0,121.93850909372138,35.160000000000004,8.701034421262765,1
1949,L49128,L,298.1,308.1,1410,45.8,71,0,0,0,0,0,0,10.0,6762.592346117389,3251.7999999999997,298.1666666666667,0.057735026883794185,308.1,0.0,1498.0,110.48981853546601,43.53333333333331,7.752633961005336,298.14,0.05477225577503098,308.1,0.0,1580.2,150.33695487138075,38.14,9.400691463929665,1
1950,M16809,M,298.1,308.0,1543,41.9,73,0,0,0,0,0,0,9.899999999999977,6770.310192069707,3058.7,298.1333333333333,0.05773502688423724,308.06666666666666,0.05773502689693816,1471.6666666666667,67.024871005721,45.866666666666646,4.000416644967446,298.14,0.05477225577503098,308.08000000000004,0.04472135956504264,1530.6,93.60982854379971,41.059999999999995,7.2022913020788515,2
1951,M16810,M,298.0,307.9,1479,47.6,76,0,0,0,0,0,0,9.899999999999977,7372.312648326097,3617.6,298.06666666666666,0.05773502688512334,308.0,0.09999999998650118,1477.3333333333333,66.51566231598042,45.09999999999999,2.9137604568666076,298.12,0.0836660026691713,308.0400000000001,0.08944271910673426,1503.2,81.6498622166601,44.019999999999996,5.878520221960733,2
1952,L49131,L,298.0,307.8,1839,22.7,79,0,0,0,0,0,0,9.800000000000011,4371.557593396733,1793.3,298.03333333333336,0.057735026885545875,307.90000000000003,0.09999999998527193,1620.3333333333333,192.05554752032953,37.399999999999984,13.045688943095413,298.08000000000004,0.08366600266859041,307.98,0.13038404810787013,1546.6,170.21838913583804,41.58,10.952488301751378,1
1953,L49132,L,298.0,307.8,1266,60.5,81,0,0,0,0,0,0,9.800000000000011,8020.800203880101,4900.5,298.0,0.0,307.8333333333333,0.05773502689203177,1528.0,289.62562041366476,43.59999999999999,19.214838016491317,298.04,0.054772255772812646,307.92,0.13038404810704943,1507.4,212.01014126687335,43.7,13.65741556810809,1
1954,L49133,L,297.9,307.7,1593,34.9,83,0,0,0,0,0,0,9.800000000000011,5821.968089706069,2896.7,297.96666666666664,0.057735026886333515,307.76666666666665,0.0577350268906698,1566.0,287.4526047890334,39.366666666666646,19.291794456020273,298.0,0.07071067813520962,307.84000000000003,0.11401754251210285,1544.0,206.72203559369183,41.519999999999996,14.101134706114994,1
1955,L49134,L,297.9,307.8,1459,46.9,85,0,0,0,0,0,0,9.900000000000034,7165.669155548471,3986.5,297.93333333333334,0.05773502688669862,307.7666666666667,0.0577350268906698,1439.3333333333333,164.38471137345337,47.433333333333316,12.808330622424299,297.96,0.05477225577094458,307.8,0.0707106781211981,1527.2,210.2075165164167,42.519999999999996,14.310555544771875,1
1956,L49135,L,297.9,307.7,1308,55.2,87,0,0,0,0,0,0,9.800000000000011,7560.933871247627,4802.400000000001,297.9,0.0,307.73333333333335,0.057735026889951885,1453.3333333333333,142.5844778835816,45.66666666666665,10.206043960973938,297.93999999999994,0.054772255770465884,307.76,0.05477225575254703,1493.0,232.71549153418985,44.04,15.35083059642055,1
1957,M16816,M,297.9,307.7,1364,46.8,89,0,0,0,0,0,0,9.800000000000011,6684.806512014504,4165.2,297.9,0.0,307.7333333333333,0.057735026889951885,1377.0,76.33478892353229,49.633333333333304,4.821134029803708,297.91999999999996,0.044721359573827675,307.73999999999995,0.05477225575192434,1398.0,130.79181931603978,48.86,9.729491250831273,2
1958,H31371,H,297.9,307.7,1618,35.9,92,0,0,0,0,0,0,9.800000000000011,6082.772639831581,3302.7999999999997,297.9,0.0,307.7,0.0,1430.0,165.20290554345655,45.96666666666665,9.676948554856146,297.9,0.0,307.71999999999997,0.04472135955096331,1468.4,136.58440613774175,43.940000000000005,8.516043682368082,3
1959,H31372,H,297.9,307.7,1464,43.2,97,0,0,0,0,0,0,9.800000000000011,6622.979968591858,4190.400000000001,297.9,0.0,307.7,0.0,1482.0,127.95311641378738,41.96666666666665,5.553677460326054,297.9,0.0,307.71999999999997,0.04472135955096331,1442.6,118.09657065300243,45.6,6.984625974238109,3
1960,M16819,M,297.8,307.6,1352,49.4,102,0,0,0,0,0,0,9.800000000000011,6994.106780735933,5038.8,297.8666666666666,0.05773502688734679,307.6666666666667,0.05773502688843403,1478.0,133.55148819837325,42.833333333333314,6.75746500792519,297.88,0.04472135957265513,307.68,0.044721359549466634,1421.2,123.9322395504882,46.1,7.187489130426685,2
1961,L49140,L,297.8,307.6,1446,51.4,105,0,0,0,0,0,0,9.800000000000011,7783.232967415641,5397.0,297.8333333333333,0.05773502688766267,307.6333333333333,0.05773502688766689,1420.6666666666667,60.14427099345006,47.99999999999998,4.275511665286209,297.86,0.05477225576855696,307.65999999999997,0.054772255749486125,1448.8,106.57016468036255,45.34,6.103933158218688,1
1962,L49141,L,297.8,307.5,1448,51.2,107,0,0,0,0,0,0,9.699999999999989,7763.671317159288,5478.400000000001,297.8,0.0,307.56666666666666,0.05773502688619006,1415.3333333333333,54.85739087245731,50.66666666666665,1.1015141094561682,297.84000000000003,0.054772255768106806,307.62,0.0836660026519608,1465.6,95.95207136898918,46.22,6.65897890070255,1
1963,L49142,L,297.8,307.5,1391,48.6,109,0,0,0,0,0,0,9.699999999999989,7079.327717452312,5297.400000000001,297.8,0.0,307.53333333333336,0.05773502688543113,1428.3333333333333,32.34707611722524,50.39999999999998,1.5620499351806125,297.82000000000005,0.04472135957100116,307.58000000000004,0.08366600265118287,1420.2,47.06591123094919,48.760000000000005,3.3268603818017644,1
1964,L49143,L,297.7,307.5,1379,43.3,111,0,0,0,0,0,0,9.800000000000011,6252.889882023469,4806.299999999999,297.76666666666665,0.05773502688839288,307.5,0.0,1406.0,36.86461718233663,47.69999999999998,4.0261644278393,297.78000000000003,0.04472135956995572,307.54,0.05477225574592772,1403.2,42.411083457035026,48.78,3.285117958308681,1
1965,M16824,M,297.8,307.5,1405,46.9,113,0,0,0,0,0,0,9.699999999999989,6900.455903732422,5299.7,297.7666666666667,0.05773502688839288,307.5,0.0,1391.6666666666667,13.0128141973042,46.26666666666665,2.7061657993057793,297.78000000000003,0.04472135956995572,307.52,0.044721359543647574,1413.8,31.681224723794838,48.28,3.356635219978796,2
1966,L49145,L,297.8,307.5,1581,33.1,116,0,0,0,0,0,0,9.699999999999989,5480.099977142428,3839.6000000000004,297.76666666666665,0.05773502688839288,307.5,0.0,1455.0,109.89085494253027,41.09999999999998,7.158212067269346,297.78,0.04472135956995572,307.5,0.0,1440.8,82.59661009992838,44.62,7.049609918286356,1
1967,L49146,L,297.9,307.6,1515,40.5,118,0,0,0,0,0,0,9.700000000000045,6425.342374754525,4779.0,297.8333333333333,0.057735026887621645,307.53333333333336,0.05773502688543113,1500.3333333333333,88.91194145520366,40.16666666666665,6.906036007242803,297.8,0.07071067813160219,307.52,0.044721359543647574,1454.2,89.22555687693739,42.480000000000004,6.114899835647425,1
1968,L49147,L,297.9,307.6,1589,37.8,120,0,0,0,0,0,0,9.700000000000045,6289.908315458268,4536.0,297.8666666666666,0.05773502688724833,307.56666666666666,0.05773502688619006,1561.6666666666667,40.61198509471763,37.13333333333331,3.7447741364914213,297.82,0.08366600266463073,307.54,0.05477225574592772,1493.8,97.69953940525815,40.32000000000001,5.260418234323243,1
1969,L49148,L,298.0,307.6,1281,50.8,122,0,0,0,0,0,0,9.600000000000023,6814.617120460835,6197.599999999999,297.93333333333334,0.05773502688655914,307.6,0.0,1461.6666666666667,160.77727866005688,43.03333333333331,6.860272103447013,297.88,0.08366600266550206,307.56000000000006,0.05477225574652706,1474.2,130.73331633520047,41.82,7.0779234242820666,1
1970,H31383,H,297.8,307.5,1631,31.3,124,0,0,0,0,0,0,9.699999999999989,5345.974914785167,3881.2000000000003,297.9,0.09999999998149414,307.56666666666666,0.057735026886231076,1500.3333333333333,191.10555547480453,39.96666666666665,9.928914005737699,297.88,0.08366600266550206,307.56000000000006,0.05477225574652706,1519.4,139.59512885484074,38.7,7.690578651831092,3
